11,5,['pain-', 'piti-', 'power-', 'remorse-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-less', '-lessly', '-lessness']
11,5,['pain-', 'purpose-', 'rest-', 'shame-', 'soul-', 'tact-', 'taste-', 'thank-', 'thought-', 'tune-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly']
9,5,['ba-', 'ca-', 'fa-', 'fi-', 'ma-', 'pa-', 'si-', 'ta-', 'to-'],['-ll', '-n', '-r', '-re', '-t']
9,5,['objec-', 'obstruc-', 'posi-', 'produc-', 'protec-', 'restric-', 'secre-', 'sugges-', 'transi-'],['-t', '-tion', '-tive', '-tively', '-tiveness']
8,6,['pain-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly', '-lessness']
8,5,['a-', 'ba-', 'ca-', 'i-', 'ma-', 'pa-', 'ta-', 'we-'],['-d', '-ll', '-n', '-re', '-t']
8,5,['b-', 'c-', 'f-', 'm-', 'p-', 'sc-', 'sp-', 't-'],['-an', '-ar', '-are', '-at', '-ore']
8,5,['ba-', 'bu-', 'pi-', 'pu-', 'sha-', 'sta-', 'ta-', 'wi-'],['-ck', '-g', '-ll', '-nk', '-t']
8,5,['ba-', 'ca-', 'fa-', 'ma-', 'pu-', 'spi-', 'ta-', 'to-'],['-ke', '-ll', '-n', '-re', '-t']
8,5,['ba-', 'ha-', 'pu-', 'sha-', 'si-', 'sta-', 'ta-', 'wi-'],['-ck', '-ll', '-nk', '-re', '-t']
8,5,['ba-', 'ma-', 'pa-', 'pu-', 'si-', 'ta-', 'to-', 'we-'],['-ll', '-n', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'qui-', 'sha-', 'squa-', 'ta-', 'we-'],['-d', '-ll', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'sca-', 'si-', 'spa-', 'ta-', 'to-'],['-n', '-r', '-re', '-t', '-tter']
8,5,['ba-', 'pi-', 'pu-', 'ra-', 'sa-', 'sha-', 'sta-', 'ta-'],['-ck', '-g', '-ke', '-nk', '-t']
8,5,['fi-', 'ma-', 'pu-', 'sha-', 'sta-', 'ta-', 'to-', 'wi-'],['-g', '-le', '-ll', '-re', '-t']
8,5,['neutr-', 'norm-', 'ration-', 're-', 'sentiment-', 'speci-', 'trivi-', 'vit-'],['-al', '-ality', '-alization', '-alize', '-ally']
8,5,['neutra-', 'norma-', 'rationa-', 'rea-', 'sentimenta-', 'specia-', 'trivia-', 'vita-'],['-l', '-lity', '-lization', '-lize', '-lly']
8,5,['push-', 'rac-', 'read-', 'show-', 'sneak-', 'speed-', 'tast-', 'wear-'],['-er', '-ily', '-iness', '-ing', '-y']
7,6,['b-', 'f-', 's-', 'sh-', 'sp-', 't-', 'w-'],['-ake', '-ear', '-ell', '-ill', '-in', '-ore']
7,6,['b-', 'l-', 's-', 'sh-', 'sn-', 'st-', 't-'],['-ack', '-ag', '-ake', '-ore', '-ow', '-uck']
7,6,['l-', 'r-', 's-', 'sh-', 'sl-', 'sn-', 't-'],['-ack', '-ag', '-ake', '-ip', '-ot', '-ow']
7,5,['a-', 'ca-', 'ha-', 'ma-', 'pa-', 'qui-', 'ta-'],['-d', '-ll', '-re', '-rt', '-t']
5,5,['ca-', 'ma-', 'po-', 'ta-', 'wa-'],['-d', '-ke', '-ll', '-re', '-rt']
5,5,['ca-', 'pa-', 'pi-', 'si-', 'to-'],['-ll', '-n', '-ne', '-p', '-t']
5,5,['ca-', 'pa-', 'po-', 'shi-', 'to-'],['-ll', '-ne', '-p', '-re', '-rt']
5,5,['ca-', 'pa-', 'ra-', 'sha-', 'we-'],['-d', '-nt', '-re', '-t', '-ve']
5,5,['ca-', 'pa-', 'ra-', 'wa-', 'we-'],['-d', '-n', '-nt', '-re', '-ve']
5,5,['ca-', 'pa-', 'sha-', 'wa-', 'we-'],['-d', '-ll', '-nt', '-re', '-ve']
5,5,['ca-', 'pa-', 'shi-', 'to-', 'wa-'],['-ll', '-n', '-ne', '-re', '-rt']
5,5,['ca-', 'ra-', 'ski-', 'swa-', 'ta-'],['-m', '-mp', '-n', '-p', '-t']
5,5,['ca-', 'ra-', 'ski-', 'ta-', 'war-'],['-d', '-m', '-n', '-p', '-t']
5,5,['ca-', 'sca-', 'so-', 'ta-', 'we-'],['-b', '-d', '-n', '-re', '-t']
5,5,['ca-', 'shi-', 'ski-', 'ta-', 'to-'],['-ll', '-m', '-n', '-p', '-rt']
5,5,['ca-', 'spi-', 'ti-', 'to-', 'wa-'],['-ke', '-ll', '-n', '-ne', '-re']
5,5,['ch-', 'd-', 'p-', 's-', 'sh-'],['-eer', '-ew', '-in', '-ip', '-uck']
5,5,['ch-', 'f-', 'm-', 'p-', 't-'],['-ar', '-at', '-eat', '-ile', '-ill']
5,5,['ch-', 'f-', 'p-', 's-', 'sk-'],['-ew', '-ill', '-in', '-it', '-unk']
5,5,['ch-', 'f-', 'p-', 's-', 'sp-'],['-at', '-ew', '-ill', '-in', '-it']
5,5,['ch-', 'f-', 'p-', 't-', 'w-'],['-ar', '-est', '-ile', '-ill', '-in']
5,5,['ch-', 'fl-', 'n-', 's-', 'sl-'],['-ap', '-ew', '-ick', '-ip', '-ow']
5,5,['ch-', 'fl-', 's-', 'sh-', 'sl-'],['-at', '-ew', '-ip', '-op', '-ow']
5,5,['ch-', 'fl-', 's-', 'sl-', 'st-'],['-at', '-ew', '-ick', '-op', '-ow']
5,5,['ch-', 'h-', 'p-', 's-', 'sl-'],['-at', '-ip', '-it', '-op', '-unk']
5,5,['ch-', 'h-', 's-', 'sh-', 't-'],['-at', '-ill', '-ip', '-op', '-ow']
5,5,['ch-', 'l-', 'n-', 'p-', 'r-'],['-ap', '-est', '-ick', '-ip', '-ose']
5,5,['ch-', 'l-', 'n-', 'r-', 't-'],['-ap', '-est', '-ick', '-ip', '-ow']
5,5,['ch-', 'l-', 'n-', 's-', 'sl-'],['-ap', '-ick', '-ip', '-it', '-ow']
5,5,['ch-', 'l-', 'p-', 'r-', 't-'],['-ap', '-atter', '-est', '-ick', '-ip']
5,5,['ch-', 'l-', 's-', 't-', 'tr-'],['-ap', '-ick', '-ip', '-ow', '-uck']
5,5,['ch-', 'm-', 'p-', 'r-', 'sw-'],['-ain', '-ap', '-at', '-atter', '-ill']
5,5,['ch-', 'm-', 'p-', 'r-', 't-'],['-ap', '-at', '-atter', '-ile', '-ill']
5,5,['ch-', 'm-', 'p-', 'st-', 'w-'],['-ain', '-ar', '-art', '-ile', '-ill']
5,5,['ch-', 'n-', 'p-', 's-', 'sl-'],['-ap', '-ew', '-ick', '-ip', '-it']
5,5,['ch-', 'n-', 's-', 't-', 'tr-'],['-ap', '-eat', '-ick', '-ip', '-ow']
5,5,['ch-', 'p-', 'r-', 's-', 'sl-'],['-ap', '-at', '-eek', '-ick', '-ip']
5,5,['ch-', 'p-', 'r-', 's-', 't-'],['-ap', '-at', '-ick', '-ill', '-ip']
5,5,['ch-', 'p-', 's-', 'sl-', 'st-'],['-at', '-ew', '-ick', '-op', '-unk']
5,5,['ch-', 'p-', 's-', 'st-', 't-'],['-at', '-ick', '-ill', '-op', '-uck']
5,5,['ch-', 'r-', 's-', 't-', 'tr-'],['-ap', '-ick', '-ill', '-ip', '-ow']
5,5,['cha-', 'ma-', 'pa-', 'ta-', 'to-'],['-p', '-r', '-rt', '-t', '-tter']
5,5,['cl-', 'd-', 'h-', 'l-', 'r-'],['-ad', '-am', '-ay', '-ip', '-ose']
5,5,['cl-', 'd-', 'h-', 'r-', 'sh-'],['-ad', '-am', '-ay', '-ear', '-ip']
5,5,['cl-', 'd-', 'h-', 'r-', 't-'],['-ad', '-am', '-ear', '-ip', '-ub']
5,5,['cl-', 'd-', 'l-', 'p-', 'r-'],['-ad', '-ay', '-ip', '-ock', '-ose']
5,5,['cl-', 'd-', 'l-', 'p-', 'sh-'],['-ad', '-ay', '-ip', '-ock', '-one']
5,5,['cl-', 'd-', 'l-', 'r-', 'sh-'],['-ad', '-am', '-ay', '-ip', '-ock']
5,5,['cl-', 'd-', 'r-', 'sl-', 'tr-'],['-am', '-ash', '-ay', '-ip', '-ue']
5,5,['cl-', 'n-', 'p-', 'r-', 's-'],['-ay', '-ear', '-ick', '-ip', '-ub']
5,5,['cl-', 'p-', 'r-', 's-', 't-'],['-ad', '-ear', '-ick', '-ip', '-ub']
5,5,['cl-', 'r-', 's-', 'sl-', 'tr-'],['-ash', '-ay', '-ick', '-ip', '-ue']
5,5,['co-', 'di-', 'li-', 'ri-', 'sa-'],['-d', '-me', '-p', '-ve', '-ver']
5,5,['co-', 'fa-', 'ha-', 'ma-', 'pa-'],['-il', '-re', '-st', '-t', '-te']
5,5,['co-', 'fa-', 'ma-', 'si-', 'spa-'],['-de', '-n', '-re', '-t', '-te']
5,5,['co-', 'fa-', 'so-', 'ta-', 'to-'],['-il', '-me', '-n', '-re', '-t']
5,5,['co-', 'ha-', 'ma-', 'pa-', 'ra-'],['-d', '-il', '-re', '-t', '-te']
5,5,['co-', 'ho-', 'pe-', 'ra-', 'to-'],['-n', '-p', '-pper', '-t', '-w']
5,5,['co-', 'li-', 'pa-', 'ra-', 'sa-'],['-d', '-p', '-t', '-te', '-ve']
5,5,['co-', 'ma-', 'pa-', 'qui-', 'ra-'],['-d', '-p', '-re', '-t', '-te']
5,5,['co-', 'ma-', 'pa-', 'ra-', 'sa-'],['-d', '-il', '-p', '-t', '-te']
5,5,['co-', 'ma-', 'pa-', 'ra-', 'wa-'],['-d', '-il', '-in', '-n', '-re']
5,5,['co-', 'ni-', 'si-', 'to-', 'whi-'],['-ne', '-p', '-pper', '-t', '-te']
5,5,['co-', 'pa-', 'pro-', 'sa-', 'sho-'],['-d', '-ne', '-p', '-ve', '-w']
5,5,['co-', 'pa-', 'ra-', 'sa-', 'sho-'],['-d', '-p', '-t', '-ve', '-w']
5,5,['co-', 'pa-', 'ra-', 'sa-', 'sla-'],['-p', '-t', '-te', '-ve', '-w']
5,5,['co-', 'pa-', 'ra-', 'sa-', 'so-'],['-d', '-il', '-p', '-t', '-w']
5,5,['co-', 'pa-', 'ra-', 'sa-', 'to-'],['-il', '-p', '-t', '-te', '-w']
5,5,['co-', 'pa-', 'ra-', 'sho-', 'so-'],['-d', '-p', '-re', '-t', '-w']
5,5,['co-', 'pa-', 'si-', 'spi-', 'to-'],['-n', '-ne', '-re', '-t', '-te']
5,5,['co-', 'ra-', 'si-', 'ta-', 'to-'],['-n', '-p', '-pper', '-re', '-t']
5,5,['co-', 'shi-', 'si-', 'ti-', 'to-'],['-n', '-ne', '-p', '-pper', '-re']
5,5,['coll-', 'obj-', 'prot-', 'refl-', 'sel-'],['-ect', '-ection', '-ective', '-ectively', '-ector']
5,5,['d-', 'f-', 'n-', 's-', 'sh-'],['-ame', '-ear', '-ew', '-ine', '-un']
5,5,['d-', 'g-', 'n-', 's-', 't-'],['-ame', '-ear', '-o', '-ot', '-un']
5,5,['d-', 'g-', 'n-', 'sh-', 't-'],['-ame', '-ear', '-one', '-ot', '-un']
5,5,['d-', 'g-', 'p-', 'sh-', 't-'],['-ale', '-ear', '-in', '-one', '-un']
5,5,['d-', 'gr-', 'h-', 'l-', 'r-'],['-ad', '-am', '-ay', '-id', '-ip']
5,5,['d-', 'gr-', 'h-', 'r-', 'sh-'],['-ad', '-am', '-ay', '-im', '-ip']
5,5,['d-', 'gr-', 'h-', 'r-', 'sl-'],['-am', '-ay', '-id', '-im', '-ip']
5,5,['d-', 'gr-', 'l-', 'r-', 'sh-'],['-ad', '-am', '-ay', '-ip', '-ove']
5,5,['d-', 'gr-', 'p-', 's-', 'sh-'],['-ad', '-ay', '-ew', '-in', '-ip']
5,5,['d-', 'gr-', 'r-', 'sh-', 'tr-'],['-am', '-ay', '-im', '-ip', '-ove']
5,5,['d-', 'h-', 'l-', 'r-', 's-'],['-ad', '-ate', '-ay', '-ip', '-ot']
5,5,['d-', 'h-', 'l-', 'r-', 'sh-'],['-ad', '-am', '-ay', '-ip', '-ot']
5,5,['d-', 'h-', 'l-', 'r-', 't-'],['-ad', '-am', '-ip', '-ot', '-ug']
5,5,['d-', 'h-', 'l-', 'r-', 'tr-'],['-am', '-ay', '-ead', '-ip', '-ot']
5,5,['d-', 'h-', 'l-', 'sl-', 't-'],['-am', '-ip', '-og', '-ot', '-ug']
5,5,['d-', 'h-', 'm-', 'p-', 's-'],['-ad', '-ale', '-ate', '-ay', '-eal']
5,5,['d-', 'h-', 'm-', 'r-', 's-'],['-ad', '-ate', '-ay', '-eal', '-ot']
5,5,['d-', 'h-', 'm-', 'r-', 'st-'],['-are', '-ate', '-ay', '-ead', '-eal']
5,5,['d-', 'h-', 'm-', 'r-', 't-'],['-ad', '-are', '-eal', '-ot', '-ug']
5,5,['d-', 'h-', 'n-', 'r-', 's-'],['-ay', '-ear', '-ip', '-ot', '-ub']
5,5,['d-', 'h-', 'p-', 'r-', 'sh-'],['-ad', '-are', '-ay', '-ear', '-ip']
5,5,['d-', 'h-', 'p-', 'r-', 'st-'],['-are', '-ate', '-ay', '-eal', '-ub']
5,5,['d-', 'h-', 'p-', 'r-', 'w-'],['-ad', '-are', '-ay', '-eal', '-ear']
5,5,['d-', 'h-', 'p-', 's-', 'sh-'],['-ad', '-ale', '-ay', '-ear', '-ip']
5,5,['d-', 'h-', 'p-', 's-', 'st-'],['-ale', '-ate', '-ay', '-eal', '-ub']
5,5,['d-', 'h-', 'p-', 's-', 'w-'],['-ad', '-ale', '-ay', '-eal', '-ear']
5,5,['d-', 'h-', 'p-', 'sh-', 't-'],['-ad', '-ale', '-are', '-ear', '-ip']
5,5,['d-', 'h-', 'p-', 'sh-', 'w-'],['-ad', '-ale', '-are', '-ay', '-ear']
5,5,['d-', 'h-', 'p-', 'st-', 't-'],['-ale', '-are', '-art', '-eal', '-ub']
5,5,['d-', 'h-', 'r-', 's-', 'sh-'],['-ad', '-ay', '-ear', '-ip', '-ot']
5,5,['d-', 'h-', 'r-', 'sn-', 't-'],['-are', '-ip', '-ot', '-ub', '-ug']
5,5,['d-', 'h-', 's-', 'sh-', 'w-'],['-ad', '-ale', '-ay', '-ear', '-ire']
5,5,['d-', 'h-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-are', '-ear', '-ire']
5,5,['d-', 'l-', 'm-', 'p-', 'r-'],['-ad', '-ate', '-ay', '-ock', '-ug']
5,5,['d-', 'l-', 'm-', 'p-', 's-'],['-ad', '-ate', '-ay', '-ine', '-ock']
5,5,['d-', 'l-', 'm-', 'r-', 's-'],['-ad', '-ate', '-ay', '-ock', '-ot']
5,5,['d-', 'l-', 'm-', 'r-', 'sh-'],['-ad', '-ay', '-ock', '-ot', '-ove']
5,5,['d-', 'l-', 'm-', 'r-', 'st-'],['-ate', '-ay', '-ead', '-ock', '-ove']
5,5,['d-', 'l-', 'm-', 's-', 'sh-'],['-ad', '-ay', '-ine', '-ock', '-ot']
5,5,['d-', 'l-', 'n-', 's-', 'sh-'],['-ame', '-ay', '-ine', '-ip', '-ot']
5,5,['d-', 'l-', 'n-', 's-', 't-'],['-ame', '-ine', '-ip', '-o', '-ot']
5,5,['d-', 'l-', 'n-', 'sh-', 't-'],['-ame', '-ine', '-ip', '-one', '-ot']
5,5,['d-', 'l-', 'p-', 'r-', 'sl-'],['-ate', '-ay', '-ip', '-ug', '-ump']
5,5,['d-', 'l-', 'p-', 's-', 'sp-'],['-ate', '-awn', '-ay', '-ent', '-ine']
5,5,['d-', 'l-', 'p-', 's-', 'st-'],['-ate', '-ay', '-ock', '-uck', '-ump']
5,5,['d-', 'l-', 'p-', 's-', 't-'],['-ad', '-ent', '-ine', '-ip', '-uck']
5,5,['d-', 'l-', 'p-', 'sh-', 't-'],['-ad', '-ine', '-ip', '-one', '-uck']
5,5,['d-', 'l-', 'pl-', 'r-', 'sl-'],['-ate', '-ay', '-ot', '-ug', '-ump']
5,5,['d-', 'l-', 'r-', 's-', 'sh-'],['-ad', '-ay', '-ip', '-ock', '-ot']
5,5,['d-', 'l-', 'r-', 's-', 'sl-'],['-ate', '-ay', '-ip', '-ot', '-ump']
5,5,['d-', 'l-', 'r-', 'sh-', 'sl-'],['-am', '-ay', '-ip', '-iver', '-ot']
5,5,['d-', 'l-', 'r-', 'sh-', 'tr-'],['-am', '-ay', '-ip', '-ot', '-ove']
5,5,['d-', 'l-', 'r-', 'sl-', 't-'],['-am', '-ime', '-ip', '-ot', '-ug']
5,5,['d-', 'l-', 'r-', 'sl-', 'tr-'],['-am', '-ay', '-ip', '-ot', '-ump']
5,5,['d-', 'm-', 'p-', 'r-', 's-'],['-ad', '-ate', '-ay', '-eal', '-ock']
5,5,['d-', 'm-', 'p-', 'r-', 'st-'],['-are', '-ate', '-ay', '-eal', '-ock']
5,5,['d-', 'm-', 'p-', 's-', 'sh-'],['-ad', '-ale', '-ay', '-ine', '-ock']
5,5,['d-', 'm-', 'p-', 's-', 'st-'],['-ale', '-ate', '-ay', '-eal', '-ock']
5,5,['d-', 'm-', 'p-', 'sh-', 'st-'],['-ale', '-are', '-ark', '-ay', '-ock']
5,5,['d-', 'n-', 'p-', 'r-', 's-'],['-ay', '-ear', '-ip', '-ub', '-un']
5,5,['d-', 'n-', 'p-', 's-', 'st-'],['-ay', '-eer', '-ew', '-ub', '-un']
5,5,['d-', 'n-', 'p-', 's-', 't-'],['-ear', '-ine', '-ip', '-ub', '-un']
5,5,['d-', 'n-', 'p-', 'sh-', 'st-'],['-ay', '-eer', '-ew', '-one', '-un']
5,5,['d-', 'n-', 'p-', 'sh-', 't-'],['-ear', '-ine', '-ip', '-one', '-un']
5,5,['d-', 'n-', 'r-', 's-', 'sh-'],['-ay', '-ear', '-ip', '-ot', '-un']
5,5,['d-', 'n-', 'r-', 's-', 't-'],['-ear', '-ip', '-ot', '-ub', '-un']
5,5,['d-', 'p-', 'r-', 's-', 'sl-'],['-ate', '-ay', '-ing', '-ip', '-ump']
5,5,['d-', 'p-', 'r-', 's-', 'sp-'],['-ate', '-ay', '-ear', '-ent', '-un']
5,5,['d-', 'p-', 'r-', 'sh-', 't-'],['-ad', '-are', '-ear', '-ip', '-un']
5,5,['d-', 'p-', 'r-', 'st-', 't-'],['-are', '-eal', '-ing', '-ub', '-un']
5,5,['d-', 'p-', 's-', 'sh-', 'y-'],['-ear', '-ew', '-in', '-ip', '-uck']
5,5,['d-', 'p-', 's-', 'st-', 'w-'],['-ale', '-ay', '-eal', '-eep', '-ing']
5,5,['d-', 'p-', 'sh-', 'sp-', 'st-'],['-are', '-ark', '-ay', '-ew', '-un']
5,5,['d-', 'p-', 'sh-', 'st-', 't-'],['-ale', '-are', '-one', '-uck', '-un']
5,5,['d-', 'p-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-are', '-ear', '-in']
5,5,['d-', 'p-', 'sp-', 't-', 'w-'],['-are', '-ear', '-ent', '-in', '-ry']
5,5,['d-', 'p-', 'st-', 't-', 'w-'],['-ale', '-are', '-art', '-eal', '-ing']
5,5,['d-', 'r-', 's-', 'sh-', 't-'],['-ad', '-ear', '-ip', '-ot', '-un']
5,5,['d-', 'r-', 's-', 'sl-', 'st-'],['-ash', '-ate', '-ay', '-ing', '-ump']
5,5,['d-', 'res-', 's-', 't-', 'w-'],['-ale', '-eal', '-ell', '-ent', '-in']
5,5,['d-', 's-', 'sh-', 'sp-', 'w-'],['-ay', '-ear', '-ell', '-in', '-ire']
5,5,['d-', 's-', 'sh-', 't-', 'y-'],['-ear', '-ell', '-in', '-ip', '-uck']
5,5,['d-', 's-', 'sp-', 't-', 'w-'],['-ear', '-ell', '-ent', '-in', '-ire']
5,5,['di-', 'fi-', 'ra-', 'wa-', 'wi-'],['-g', '-n', '-re', '-sh', '-ve']
5,5,['di-', 'ma-', 'pa-', 'po-', 'qui-'],['-d', '-p', '-re', '-rk', '-rt']
5,5,['di-', 'pa-', 'ra-', 'so-', 'ta-'],['-d', '-n', '-ng', '-p', '-re']
5,5,['di-', 'pa-', 'si-', 'ti-', 'to-'],['-n', '-ne', '-ng', '-p', '-re']
5,5,['di-', 'pa-', 'so-', 'ta-', 'to-'],['-n', '-ng', '-p', '-re', '-rt']
5,5,['di-', 'ra-', 'su-', 'ta-', 'to-'],['-m', '-n', '-ng', '-p', '-re']
5,5,['di-', 'so-', 'ta-', 'ti-', 'to-'],['-me', '-n', '-ng', '-p', '-re']
5,5,['do-', 'fi-', 'pi-', 'to-', 'twi-'],['-g', '-ll', '-n', '-ne', '-t']
5,5,['dr-', 'l-', 'r-', 's-', 'sl-'],['-ag', '-ake', '-aw', '-ink', '-ip']
5,5,['dr-', 'l-', 'r-', 'sh-', 'sl-'],['-ag', '-ake', '-am', '-ip', '-iver']
5,5,['dr-', 'm-', 'r-', 'st-', 'w-'],['-ag', '-ain', '-ake', '-ill', '-ove']
5,5,['dr-', 'r-', 's-', 'sh-', 't-'],['-ag', '-ake', '-ank', '-ill', '-ip']
5,5,['du-', 'la-', 'pu-', 'sta-', 'ta-'],['-b', '-ck', '-g', '-ke', '-mp']
5,5,['du-', 'ma-', 'twi-', 'wa-', 'wi-'],['-g', '-ll', '-n', '-st', '-tch']
5,5,['f-', 'g-', 'r-', 's-', 'sp-'],['-ate', '-ear', '-ender', '-ill', '-un']
5,5,['f-', 'h-', 'm-', 'p-', 'st-'],['-all', '-are', '-at', '-ate', '-ill']
5,5,['f-', 'h-', 'm-', 'r-', 'st-'],['-are', '-at', '-ate', '-ill', '-ood']
5,5,['f-', 'h-', 'm-', 'r-', 'w-'],['-ail', '-are', '-ill', '-ood', '-ound']
5,5,['f-', 'h-', 'p-', 'r-', 'st-'],['-are', '-at', '-ate', '-eel', '-ill']
5,5,['f-', 'h-', 's-', 't-', 'w-'],['-ail', '-ear', '-ill', '-ire', '-old']
5,5,['f-', 'h-', 'sh-', 'sp-', 't-'],['-are', '-at', '-ear', '-ill', '-ire']
5,5,['f-', 'h-', 'sh-', 't-', 'w-'],['-all', '-are', '-ear', '-ill', '-ire']
5,5,['f-', 'l-', 'm-', 's-', 't-'],['-ake', '-ax', '-ight', '-ine', '-ore']
5,5,['f-', 'l-', 'r-', 's-', 'sl-'],['-ake', '-ate', '-ender', '-ight', '-ob']
5,5,['f-', 'l-', 's-', 't-', 'w-'],['-ake', '-ax', '-ee', '-ight', '-ore']
5,5,['f-', 'm-', 'p-', 'r-', 'st-'],['-are', '-at', '-ate', '-ile', '-ill']
5,5,['f-', 'm-', 'p-', 't-', 'wh-'],['-at', '-eat', '-ile', '-ine', '-ore']
5,5,['f-', 'm-', 'r-', 's-', 't-'],['-ail', '-ake', '-at', '-ight', '-ill']
5,5,['f-', 'm-', 'r-', 'sp-', 'st-'],['-ake', '-are', '-at', '-ate', '-ill']
5,5,['f-', 'm-', 'r-', 'st-', 't-'],['-ake', '-are', '-at', '-ile', '-ill']
5,5,['f-', 'm-', 'r-', 'st-', 'w-'],['-ake', '-are', '-ile', '-ill', '-ood']
5,5,['f-', 'm-', 'sh-', 'sp-', 'w-'],['-ade', '-ake', '-are', '-ill', '-ore']
5,5,['f-', 'n-', 'p-', 's-', 'sp-'],['-ear', '-ew', '-ine', '-it', '-un']
5,5,['f-', 'n-', 'p-', 's-', 't-'],['-ail', '-ear', '-eat', '-ine', '-un']
5,5,['f-', 'p-', 'r-', 's-', 't-'],['-ail', '-at', '-ear', '-ill', '-un']
5,5,['f-', 'p-', 'r-', 'st-', 't-'],['-are', '-at', '-ile', '-ill', '-un']
5,5,['f-', 'p-', 'ret-', 't-', 'w-'],['-ail', '-est', '-ool', '-ort', '-ry']
5,5,['f-', 'p-', 's-', 'sk-', 'sp-'],['-ate', '-ew', '-ill', '-in', '-it']
5,5,['f-', 'p-', 's-', 'sp-', 'wh-'],['-at', '-ew', '-ine', '-it', '-ore']
5,5,['f-', 'p-', 's-', 't-', 'wh-'],['-at', '-eat', '-ee', '-ine', '-ore']
5,5,['f-', 'qu-', 'ret-', 't-', 'w-'],['-ail', '-ake', '-ell', '-est', '-ire']
5,5,['f-', 'qu-', 's-', 'sp-', 'w-'],['-ake', '-ell', '-ill', '-ire', '-it']
5,5,['f-', 'qu-', 's-', 't-', 'w-'],['-ail', '-ake', '-ell', '-ill', '-ire']
5,5,['f-', 'r-', 's-', 't-', 'w-'],['-ail', '-ake', '-ear', '-ight', '-ill']
5,5,['f-', 's-', 'sh-', 'sp-', 'y-'],['-ear', '-ell', '-ew', '-in', '-ore']
5,5,['fa-', 'ha-', 'ma-', 'pa-', 'to-'],['-il', '-ll', '-re', '-t', '-te']
5,5,['fa-', 'ma-', 'o-', 'si-', 'wa-'],['-de', '-n', '-r', '-re', '-x']
5,5,['fa-', 'ma-', 'o-', 'ta-', 'wa-'],['-il', '-n', '-r', '-re', '-x']
5,5,['fa-', 'ma-', 'spa-', 'sta-', 'to-'],['-ke', '-r', '-re', '-t', '-te']
5,5,['fa-', 'ma-', 'spi-', 'sta-', 'to-'],['-ke', '-ll', '-re', '-t', '-te']
5,5,['fa-', 'pu-', 'ra-', 'spa-', 'spi-'],['-ce', '-ke', '-n', '-re', '-t']
5,5,['fi-', 'ha-', 'ma-', 'pa-', 'wi-'],['-le', '-ll', '-re', '-st', '-t']
5,5,['fi-', 'ha-', 'mo-', 'pa-', 'wi-'],['-le', '-re', '-st', '-t', '-ve']
5,5,['fi-', 'ha-', 'pa-', 'wa-', 'wi-'],['-le', '-ll', '-re', '-st', '-ve']
5,5,['fi-', 'ha-', 'po-', 'wa-', 'wi-'],['-le', '-ll', '-nd', '-re', '-st']
5,5,['fi-', 'ha-', 'sta-', 'wa-', 'wi-'],['-le', '-ll', '-nd', '-re', '-ve']
5,5,['fi-', 'ha-', 'sta-', 'we-', 'wi-'],['-ll', '-nd', '-re', '-t', '-ve']
5,5,['fi-', 'ha-', 'wa-', 'we-', 'wi-'],['-ll', '-nd', '-re', '-st', '-ve']
5,5,['fi-', 'ho-', 'ma-', 'ru-', 'wi-'],['-g', '-le', '-n', '-st', '-t']
5,5,['fi-', 'ma-', 'o-', 'ta-', 'wa-'],['-le', '-n', '-r', '-re', '-x']
5,5,['fi-', 'ma-', 'pa-', 'wa-', 'wi-'],['-le', '-ll', '-n', '-re', '-st']
5,5,['fi-', 'ma-', 'pi-', 'ta-', 'wa-'],['-g', '-le', '-ll', '-n', '-x']
5,5,['fi-', 'pa-', 'pi-', 'pu-', 'to-'],['-ddle', '-le', '-ll', '-n', '-t']
5,5,['fi-', 'pa-', 'pi-', 'to-', 'twi-'],['-ddle', '-ll', '-n', '-ne', '-t']
5,5,['fi-', 'pa-', 'pi-', 'to-', 'wa-'],['-ddle', '-le', '-ll', '-n', '-ne']
5,5,['fi-', 'pa-', 'po-', 'ti-', 'wa-'],['-le', '-ll', '-nder', '-ne', '-re']
5,5,['fi-', 'pa-', 'po-', 'wa-', 'wi-'],['-le', '-ll', '-nder', '-re', '-st']
5,5,['fi-', 'pa-', 'pu-', 'to-', 'wa-'],['-ddle', '-le', '-ll', '-n', '-re']
5,5,['fi-', 'pa-', 'sta-', 'wa-', 'wi-'],['-le', '-ll', '-nder', '-re', '-ve']
5,5,['fi-', 'pa-', 'ti-', 'to-', 'wa-'],['-le', '-ll', '-n', '-ne', '-re']
5,5,['fi-', 'pa-', 'ti-', 'wa-', 'wi-'],['-le', '-ll', '-n', '-nder', '-re']
5,5,['fi-', 'pi-', 'pu-', 'sta-', 'wi-'],['-g', '-le', '-ll', '-nch', '-t']
5,5,['fi-', 'pi-', 'pu-', 'to-', 'twi-'],['-ddle', '-g', '-ll', '-n', '-t']
